ID,Pred
2018_1104_1112,0.24221221439432136
2018_1104_1113,0.46718805062129426
2018_1104_1116,0.3974045427689618
2018_1104_1120,0.35310833666236235
2018_1104_1137,0.5865789124129184
2018_1104_1138,0.5453340499316356
2018_1104_1139,0.4219642299383712
2018_1104_1153,0.20239520377777062
2018_1104_1155,0.3494957531727983
2018_1104_1158,0.590903511753701
2018_1104_1166,0.37715861484334395
2018_1104_1168,0.7202274884933058
2018_1104_1172,0.47660918600245816
2018_1104_1181,0.1678053588440922
2018_1104_1196,0.3374360886556962
2018_1104_1199,0.39792905889588526
2018_1104_1209,0.6102549038558213
2018_1104_1211,0.19405476506814792
2018_1104_1222,0.36278323975303906
2018_1104_1233,0.64871071307783
2018_1104_1242,0.18235395493491957
2018_1104_1243,0.43668455832157155
2018_1104_1246,0.286791544644799
2018_1104_1252,0.7142825726629427
2018_1104_1254,0.7676137879223358
2018_1104_1260,0.5024128721482037
2018_1104_1267,0.6104175436264336
2018_1104_1274,0.3434744769108888
2018_1104_1276,0.2547519110649537
2018_1104_1277,0.1939819573659184
2018_1104_1281,0.4814261526020249
2018_1104_1285,0.5715593350966349
2018_1104_1293,0.5225175532287621
2018_1104_1300,0.7658545486680092
2018_1104_1301,0.4271963270836146
2018_1104_1305,0.39308162229320337
2018_1104_1308,0.47944014557606307
2018_1104_1314,0.22468302123929992
2018_1104_1326,0.30225657213816187
2018_1104_1328,0.47476331293906315
2018_1104_1335,0.667988656115501
2018_1104_1344,0.5079244786130532
2018_1104_1345,0.20506788705690648
2018_1104_1347,0.7277051500157382
2018_1104_1348,0.4093081281611421
2018_1104_1355,0.546216173740199
2018_1104_1361,0.4370579424058822
2018_1104_1371,0.419074450311764
2018_1104_1372,0.5516578249729684
2018_1104_1382,0.49666035454274904
2018_1104_1393,0.4617803528665056
2018_1104_1395,0.42048914681558863
2018_1104_1397,0.3180525247044316
2018_1104_1400,0.47881301264310583
2018_1104_1401,0.41552475182099763
2018_1104_1403,0.32802665363701444
2018_1104_1411,0.78708572872387
2018_1104_1417,0.4324948252945462
2018_1104_1420,0.7508689476775025
2018_1104_1422,0.5924076156457219
2018_1104_1437,0.15122100866192545
2018_1104_1438,0.15698287326347546
2018_1104_1439,0.40348819609371317
2018_1104_1452,0.27869547407795037
2018_1104_1455,0.2661168873988798
2018_1104_1460,0.6249684201274022
2018_1104_1462,0.24720816902039186
2018_1112_1113,0.7203779791471666
2018_1112_1116,0.6734772129840237
2018_1112_1120,0.603941812737144
2018_1112_1137,0.7847666600299577
2018_1112_1138,0.7640340754081988
2018_1112_1139,0.6924885178430601
2018_1112_1153,0.411615831330949
2018_1112_1155,0.6210596568374301
2018_1112_1158,0.8013794023504089
2018_1112_1166,0.6453127074230436
2018_1112_1168,0.8847302725999118
2018_1112_1172,0.708993634520891
2018_1112_1181,0.37861136157534975
2018_1112_1196,0.614347715596035
2018_1112_1199,0.6723563560842266
2018_1112_1209,0.8038149431404258
2018_1112_1211,0.40047297370655793
2018_1112_1222,0.5958922760546602
2018_1112_1233,0.8458046494673704
2018_1112_1242,0.41598184944531463
2018_1112_1243,0.708739098415499
2018_1112_1246,0.5545128677653854
2018_1112_1252,0.8748892071261011
2018_1112_1254,0.9052174088801421
2018_1112_1260,0.7200656937630736
2018_1112_1267,0.8239511885442949
2018_1112_1274,0.6208521822428285
2018_1112_1276,0.5127207505017215
2018_1112_1277,0.4117160601902006
2018_1112_1281,0.7374850246841776
2018_1112_1285,0.7673006499658671
2018_1112_1293,0.7109064543644771
2018_1112_1300,0.9043696616313067
2018_1112_1301,0.696324539965565
2018_1112_1305,0.6418686331187987
2018_1112_1308,0.7077523307201599
2018_1112_1314,0.47877456774484073
2018_1112_1326,0.5701516866697905
2018_1112_1328,0.7397925773646449
2018_1112_1335,0.8394183598281052
2018_1112_1344,0.7630854876418076
2018_1112_1345,0.4270757164014953
2018_1112_1347,0.8805779847979172
2018_1112_1348,0.6643898473489078
2018_1112_1355,0.7669521395334877
2018_1112_1361,0.6941381973514433
2018_1112_1371,0.6923520761282417
2018_1112_1372,0.7566772461400234
2018_1112_1382,0.7433052211983567
2018_1112_1393,0.727021141526615
2018_1112_1395,0.6797665936244766
2018_1112_1397,0.5836193889155131
2018_1112_1400,0.7433550894227062
2018_1112_1401,0.6890396394705695
2018_1112_1403,0.58132882312856
2018_1112_1411,0.9176467896903963
2018_1112_1417,0.7015965066187629
2018_1112_1420,0.8928521135657274
2018_1112_1422,0.7689675022867138
2018_1112_1437,0.34753852816955905
2018_1112_1438,0.3603159163098346
2018_1112_1439,0.6713549607486459
2018_1112_1452,0.541118631697865
2018_1112_1455,0.5229983705171013
2018_1112_1460,0.8295544547404798
2018_1112_1462,0.5041198447812619
2018_1113_1116,0.43734085650362037
2018_1113_1120,0.38364238402495565
2018_1113_1137,0.6259675820723869
2018_1113_1138,0.580516400098236
2018_1113_1139,0.45865704986599626
2018_1113_1153,0.20074811897477227
2018_1113_1155,0.38755617837210377
2018_1113_1158,0.6333274108433248
2018_1113_1166,0.4079719589267105
2018_1113_1168,0.7632622266582985
2018_1113_1172,0.5009412866230886
2018_1113_1181,0.18108686845493427
2018_1113_1196,0.3778658963908444
2018_1113_1199,0.43565991632342477
2018_1113_1209,0.65391252764107
2018_1113_1211,0.18997244883657816
2018_1113_1222,0.3753411331466068
2018_1113_1233,0.6947746705428811
2018_1113_1242,0.2236058772197461
2018_1113_1243,0.4749413473218211
2018_1113_1246,0.33347772919938207
2018_1113_1252,0.7647860660131668
2018_1113_1254,0.811599707903179
2018_1113_1260,0.5284805582369093
2018_1113_1267,0.6527755794543206
2018_1113_1274,0.38454048036395033
2018_1113_1276,0.287187533219015
2018_1113_1277,0.20037202736676804
2018_1113_1281,0.5200895733608637
2018_1113_1285,0.6061108260328508
2018_1113_1293,0.5409597826316216
2018_1113_1300,0.8102174557025136
2018_1113_1301,0.4632681836752098
2018_1113_1305,0.41712088014526155
2018_1113_1308,0.5025033019847036
2018_1113_1314,0.27059740161245704
2018_1113_1326,0.3350551346412649
2018_1113_1328,0.5108399959741367
2018_1113_1335,0.7206183567038057
2018_1113_1344,0.5380684519081678
2018_1113_1345,0.2138129788705225
2018_1113_1347,0.781411383261672
2018_1113_1348,0.4400153422287824
2018_1113_1355,0.5830438187459606
2018_1113_1361,0.4671548271766857
2018_1113_1371,0.45745529187384076
2018_1113_1372,0.5834317117775664
2018_1113_1382,0.5319313767992472
2018_1113_1393,0.4996616671931286
2018_1113_1395,0.45858747843391495
2018_1113_1397,0.35743214727022754
2018_1113_1400,0.5152531585730254
2018_1113_1401,0.4550306231862669
2018_1113_1403,0.3606756605576546
2018_1113_1411,0.818440186711936
2018_1113_1417,0.47133603549753866
2018_1113_1420,0.8029498841941441
2018_1113_1422,0.6301713234111496
2018_1113_1437,0.15812151635861985
2018_1113_1438,0.16801177368472878
2018_1113_1439,0.4372348071909922
2018_1113_1452,0.307892174250945
2018_1113_1455,0.2929701981799769
2018_1113_1460,0.669745532543294
2018_1113_1462,0.28826791904725296
2018_1116_1120,0.4419627238387151
2018_1116_1137,0.666152682706342
2018_1116_1138,0.6312543312508105
2018_1116_1139,0.521959637688985
2018_1116_1153,0.2666099116911034
2018_1116_1155,0.44643297018024847
2018_1116_1158,0.677565478779052
2018_1116_1166,0.4730627660293428
2018_1116_1168,0.7960438445983243
2018_1116_1172,0.5631763732834869
2018_1116_1181,0.23058954485272498
2018_1116_1196,0.4356313658180362
2018_1116_1199,0.49835157737034325
2018_1116_1209,0.6891382351753427
2018_1116_1211,0.25682537135553574
2018_1116_1222,0.4446466852238386
2018_1116_1233,0.7334664526931819
2018_1116_1242,0.2552644600839429
2018_1116_1243,0.5398158747173137
2018_1116_1246,0.37948276356929367
2018_1116_1252,0.7874521189008306
2018_1116_1254,0.833337821436524
2018_1116_1260,0.5856870080443769
2018_1116_1267,0.7007193763794732
2018_1116_1274,0.4424731700172424
2018_1116_1276,0.3393550352137911
2018_1116_1277,0.2602657605003913
2018_1116_1281,0.5823154673341882
2018_1116_1285,0.6487306624940966
2018_1116_1293,0.5945529457924136
2018_1116_1300,0.8319055258621114
2018_1116_1301,0.5276529749638678
2018_1116_1305,0.4828246054454037
2018_1116_1308,0.5645716931617263
2018_1116_1314,0.3077208623749768
2018_1116_1326,0.39357146365692824
2018_1116_1328,0.5776958785601303
2018_1116_1335,0.7410196889018924
2018_1116_1344,0.6091529261404065
2018_1116_1345,0.27344282195039454
2018_1116_1347,0.7975171686315373
2018_1116_1348,0.5031143813068614
2018_1116_1355,0.6339727705137179
2018_1116_1361,0.5313728751942817
2018_1116_1371,0.5215800778077581
2018_1116_1372,0.6312859918700692
2018_1116_1382,0.592150434670353
2018_1116_1393,0.5631248831678913
2018_1116_1395,0.5180340461883969
2018_1116_1397,0.41080635580596364
2018_1116_1400,0.5818616344783346
2018_1116_1401,0.5186363154663807
2018_1116_1403,0.4163266898930946
2018_1116_1411,0.8503986774679185
2018_1116_1417,0.5324908584951915
2018_1116_1420,0.8172141873197404
2018_1116_1422,0.6629823222514838
2018_1116_1437,0.2084133913944898
2018_1116_1438,0.2166868357257626
2018_1116_1439,0.5017044673984592
2018_1116_1452,0.3660384719632515
2018_1116_1455,0.35061128071741576
2018_1116_1460,0.7116366395714419
2018_1116_1462,0.33192225724510066
2018_1120_1137,0.7277136252953239
2018_1120_1138,0.6877719771455872
2018_1120_1139,0.5774846269345736
2018_1120_1153,0.2967004704757554
2018_1120_1155,0.5071878852913438
2018_1120_1158,0.7392194253826498
2018_1120_1166,0.5314765687499149
2018_1120_1168,0.8495088731783677
2018_1120_1172,0.6128847050764618
2018_1120_1181,0.28127305281205867
2018_1120_1196,0.49927035135362896
2018_1120_1199,0.5566742875388987
2018_1120_1209,0.7495259427699779
2018_1120_1211,0.2944470572148614
2018_1120_1222,0.49463117213785396
2018_1120_1233,0.786271725716237
2018_1120_1242,0.3249024832414364
2018_1120_1243,0.59371479215114
2018_1120_1246,0.4520866585793783
2018_1120_1252,0.8537037463283635
2018_1120_1254,0.889731568221284
2018_1120_1260,0.6447265205967194
2018_1120_1267,0.7558684867921471
2018_1120_1274,0.5056023903090384
2018_1120_1276,0.39897888142851673
2018_1120_1277,0.3044142278315658
2018_1120_1281,0.6404831533605664
2018_1120_1285,0.7079127267892691
2018_1120_1293,0.6511176620570774
2018_1120_1300,0.8885372581413185
2018_1120_1301,0.5845621013220363
2018_1120_1305,0.5401726507522141
2018_1120_1308,0.61426425425102
2018_1120_1314,0.3778786248481553
2018_1120_1326,0.4549441662683826
2018_1120_1328,0.6246413365450011
2018_1120_1335,0.8089334218769598
2018_1120_1344,0.6482896300989474
2018_1120_1345,0.3137924010335065
2018_1120_1347,0.8646905022019737
2018_1120_1348,0.5635325373306542
2018_1120_1355,0.6950442775383863
2018_1120_1361,0.5837125458412559
2018_1120_1371,0.5787094237957251
2018_1120_1372,0.6851754806192876
2018_1120_1382,0.6478912229254311
2018_1120_1393,0.6106818725608433
2018_1120_1395,0.5801635242573976
2018_1120_1397,0.4696476765415946
2018_1120_1400,0.6296189804455474
2018_1120_1401,0.5752262562865228
2018_1120_1403,0.47279512040322297
2018_1120_1411,0.8928445174104932
2018_1120_1417,0.5857409718465302
2018_1120_1420,0.8840854864862074
2018_1120_1422,0.7374236892952076
2018_1120_1437,0.2496156062801773
2018_1120_1438,0.26129757221162414
2018_1120_1439,0.5604919344454607
2018_1120_1452,0.42735917477404867
2018_1120_1455,0.4085094414049897
2018_1120_1460,0.7681419302151173
2018_1120_1462,0.39006437625378926
2018_1137_1138,0.4483583406836121
2018_1137_1139,0.34894696311922163
2018_1137_1153,0.12362977726514013
2018_1137_1155,0.28574414181103336
2018_1137_1158,0.5046272737807967
2018_1137_1166,0.2989201037870867
2018_1137_1168,0.6531090723430503
2018_1137_1172,0.37042301747466083
2018_1137_1181,0.12778919450774898
2018_1137_1196,0.28798028546320004
2018_1137_1199,0.33256400520569473
2018_1137_1209,0.5303698898468755
2018_1137_1211,0.12251222557437762
2018_1137_1222,0.25639263951835684
2018_1137_1233,0.568601982838712
2018_1137_1242,0.17827438333703763
2018_1137_1243,0.3651109473910819
2018_1137_1246,0.26843341578479946
2018_1137_1252,0.6706371850549543
2018_1137_1254,0.7278203009075884
2018_1137_1260,0.3968313665503668
2018_1137_1267,0.521915924842795
2018_1137_1274,0.29395856771857254
2018_1137_1276,0.20916485538342447
2018_1137_1277,0.13417707949961674
2018_1137_1281,0.3947112232606296
2018_1137_1285,0.4790215368890525
2018_1137_1293,0.4127356791953476
2018_1137_1300,0.725886883540786
2018_1137_1301,0.3475916166766295
2018_1137_1305,0.2965390840701176
2018_1137_1308,0.37127043661340126
2018_1137_1314,0.214769500811518
2018_1137_1326,0.2450220183259617
2018_1137_1328,0.39814759988100623
2018_1137_1335,0.6167398680032746
2018_1137_1344,0.4226831026384417
2018_1137_1345,0.1402496930711056
2018_1137_1347,0.696654622838807
2018_1137_1348,0.31913379330715114
2018_1137_1355,0.45159508363679596
2018_1137_1361,0.34727072474703585
2018_1137_1371,0.3466146562518957
2018_1137_1372,0.45259892742477686
2018_1137_1382,0.4018092818266092
2018_1137_1393,0.3949230749585444
2018_1137_1395,0.3395251652485622
2018_1137_1397,0.2612574611279275
2018_1137_1400,0.39950658107244347
2018_1137_1401,0.3463481719663648
2018_1137_1403,0.2558712111950394
2018_1137_1411,0.7212965304990102
2018_1137_1417,0.36668265457141297
2018_1137_1420,0.7314207912767592
2018_1137_1422,0.5216400484006457
2018_1137_1437,0.10654831007216514
2018_1137_1438,0.11559436246099347
2018_1137_1439,0.32254598594302786
2018_1137_1452,0.22448265541556922
2018_1137_1455,0.20946814923969112
2018_1137_1460,0.5417565317699816
2018_1137_1462,0.21430038351878755
2018_1138_1139,0.38645012922941735
2018_1138_1153,0.14767358928308807
2018_1138_1155,0.32058189902814915
2018_1138_1158,0.5565042407400003
2018_1138_1166,0.3363008236346822
2018_1138_1168,0.7000477442810259
2018_1138_1172,0.41869122501126516
2018_1138_1181,0.14416252664139428
2018_1138_1196,0.317676473949184
2018_1138_1199,0.36728033135566407
2018_1138_1209,0.5815961842637023
2018_1138_1211,0.14295048127803878
2018_1138_1222,0.2989897323750492
2018_1138_1233,0.6200016709018942
2018_1138_1242,0.19292253860722106
2018_1138_1243,0.4024509094154012
2018_1138_1246,0.28936946732733354
2018_1138_1252,0.7123145302932387
2018_1138_1254,0.7651916666732695
2018_1138_1260,0.4479410332471869
2018_1138_1267,0.573755004780505
