ID,Pred
2018_1104_1112,0.21371503064315805
2018_1104_1113,0.554364180327081
2018_1104_1116,0.40865436865726357
2018_1104_1120,0.5542558680676137
2018_1104_1137,0.8083967618562768
2018_1104_1138,0.7242124051443957
2018_1104_1139,0.41305732343862867
2018_1104_1153,0.30598860809294215
2018_1104_1155,0.43750658037193524
2018_1104_1158,0.7887350933681546
2018_1104_1166,0.43607281245946233
2018_1104_1168,0.8935614971469117
2018_1104_1172,0.6125736836503489
2018_1104_1181,0.17465774918208407
2018_1104_1196,0.3334335572529416
2018_1104_1199,0.3764142390795857
2018_1104_1209,0.8197383332159855
2018_1104_1211,0.21923423177099524
2018_1104_1222,0.5777098424250307
2018_1104_1233,0.8015722682295672
2018_1104_1242,0.15185551526876917
2018_1104_1243,0.4237635731495826
2018_1104_1246,0.20271105576116172
2018_1104_1252,0.9366893433518919
2018_1104_1254,0.9552621273798161
2018_1104_1260,0.7284463985931324
2018_1104_1267,0.7653170012810975
2018_1104_1274,0.33774597666957384
2018_1104_1276,0.3075164567328186
2018_1104_1277,0.22992128777449997
2018_1104_1281,0.6107814645173579
2018_1104_1285,0.7987165721482427
2018_1104_1293,0.7977211988759304
2018_1104_1300,0.9541920427209567
2018_1104_1301,0.4748835898765076
2018_1104_1305,0.5725142147693969
2018_1104_1308,0.6290899686756394
2018_1104_1314,0.19550409947101874
2018_1104_1326,0.3516145854478343
2018_1104_1328,0.4307718784976295
2018_1104_1335,0.905200527095308
2018_1104_1344,0.4480695388698186
2018_1104_1345,0.28810596720714843
2018_1104_1347,0.9520855920621623
2018_1104_1348,0.5790387118617218
2018_1104_1355,0.7450404084264112
2018_1104_1361,0.4893517572821385
2018_1104_1371,0.44899887374711533
2018_1104_1372,0.7461503289824758
2018_1104_1382,0.6184425526144329
2018_1104_1393,0.36534948479870233
2018_1104_1395,0.589603840424074
2018_1104_1397,0.43455668211012266
2018_1104_1400,0.45638799322536566
2018_1104_1401,0.4489331200454565
2018_1104_1403,0.5106191176105668
2018_1104_1411,0.9292173199254048
2018_1104_1417,0.3678958961322437
2018_1104_1420,0.9726004855186868
2018_1104_1422,0.9004391825501604
2018_1104_1437,0.17544848013339112
2018_1104_1438,0.18138133278495994
2018_1104_1439,0.48455529608682646
2018_1104_1452,0.30824957527246233
2018_1104_1455,0.3249025121191229
2018_1104_1460,0.7932366147350649
2018_1104_1462,0.31370036450058697
2018_1112_1113,0.8238489128432912
2018_1112_1116,0.7132189542493383
2018_1112_1120,0.8238022514755788
2018_1112_1137,0.951977837843521
2018_1112_1138,0.9174792979949368
2018_1112_1139,0.7170070304744255
2018_1112_1153,0.6125893820049109
2018_1112_1155,0.7377034481188661
2018_1112_1158,0.9446230113276349
2018_1112_1166,0.7365007457610695
2018_1112_1168,0.9792301597354005
2018_1112_1172,0.8597677289562632
2018_1112_1181,0.4434697716424384
2018_1112_1196,0.6418680097420079
2018_1112_1199,0.6839497622956374
2018_1112_1209,0.9561019383857552
2018_1112_1211,0.5068783328175
2018_1112_1222,0.8387555479912436
2018_1112_1233,0.9494818408319452
2018_1112_1242,0.4072069664086196
2018_1112_1243,0.7261883997527698
2018_1112_1246,0.484719342240225
2018_1112_1252,0.9898136905585606
2018_1112_1254,0.9936153614344917
2018_1112_1260,0.9194254722001582
2018_1112_1267,0.935290167783925
2018_1112_1274,0.6462339011356137
2018_1112_1276,0.6144682983070904
2018_1112_1277,0.5217713313942844
2018_1112_1281,0.858741661246454
2018_1112_1285,0.9483977803902969
2018_1112_1293,0.9480182047690494
2018_1112_1300,0.9934033935414036
2018_1112_1301,0.7674409033646644
2018_1112_1305,0.8355238700410994
2018_1112_1308,0.8690039257727002
2018_1112_1314,0.4746011679920721
2018_1112_1326,0.6600473251882519
2018_1112_1328,0.7321539006382369
2018_1112_1335,0.9823074283657406
2018_1112_1344,0.7463659967330294
2018_1112_1345,0.5928457935937101
2018_1112_1347,0.9929978303562653
2018_1112_1348,0.8396128006875366
2018_1112_1355,0.9267148089103088
2018_1112_1361,0.7783771647465775
2018_1112_1371,0.747111952171519
2018_1112_1372,0.9271061204873343
2018_1112_1382,0.8631751191691018
2018_1112_1393,0.6734298417695164
2018_1112_1395,0.8460621387995597
2018_1112_1397,0.7353245065468105
2018_1112_1400,0.753051067055608
2018_1112_1401,0.7470520205973357
2018_1112_1403,0.7938802331064464
2018_1112_1411,0.9881264555730357
2018_1112_1417,0.6759431762472621
2018_1112_1420,0.9966534790904282
2018_1112_1422,0.9810676133945737
2018_1112_1437,0.44461464242498394
2018_1112_1438,0.4538015847179551
2018_1112_1439,0.7747366744752471
2018_1112_1452,0.6152102115572958
2018_1112_1455,0.6327626916290854
2018_1112_1460,0.9463638881820415
2018_1112_1462,0.6211550234823401
2018_1113_1116,0.35655019700071905
2018_1113_1120,0.4998842474706174
2018_1113_1137,0.7689369781785196
2018_1113_1138,0.676776816203247
2018_1113_1139,0.3607894172289261
2018_1113_1153,0.2598525271204927
2018_1113_1155,0.38439657714223163
2018_1113_1158,0.7470789018373529
2018_1113_1166,0.38301006824118383
2018_1113_1168,0.8662746780064497
2018_1113_1172,0.5593579705349603
2018_1113_1181,0.14175896609708022
2018_1113_1196,0.2853183023916033
2018_1113_1199,0.32579329054094386
2018_1113_1209,0.7816069361320827
2018_1113_1211,0.1811342521989998
2018_1113_1222,0.5236640267495463
2018_1113_1233,0.7613206738426717
2018_1113_1242,0.12200402276775893
2018_1113_1243,0.3711036389424304
2018_1113_1246,0.1663931960972454
2018_1113_1252,0.9178662125288342
2018_1113_1254,0.9407869002120066
2018_1113_1260,0.6813188137375419
2018_1113_1267,0.7213287850504596
2018_1113_1274,0.28935566786885286
2018_1113_1276,0.26123369988826267
2018_1113_1277,0.1906042422378849
2018_1113_1281,0.5575068881586652
2018_1113_1285,0.7581541552295186
2018_1113_1293,0.7570512885340359
2018_1113_1300,0.9394591501013124
